code,term,definition,comment,status,domain,modification_date,creation_date
50055250,Powder for use in drinking water/milk,"Solid preparation for veterinary use consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the animal drinking water, milk or milk replacer. If alternative methods of administration to individual animals are also authorised, the method of administration is clearly described in the product information.",,Current,Veterinary only,2018-08-09 15:07:13,2011-03-28 14:45:12
50055500,Prolonged-release film-coated tablet,,Term rejected. The important characteristic is that the tablet is a prolonged-release formulation.,Rejected,Human and Veterinary,2014-09-04 13:27:08,2009-07-08 09:01:54
50056000,Prolonged-release granules for oral suspension,Solid preparation consisting of prolonged-release granules intended to be dispersed in the specified liquid to obtain a prolonged-release oral suspension.,,Current,Human and Veterinary,2020-06-11 15:33:59,2006-03-14 00:00:00
50056500,"Radiopharmaceutical precursor, solution",Liquid preparation consisting of a solution containing a radionuclide produced for the radio-labelling of another substance prior to administration.,,Current,Human and Veterinary,2016-03-30 19:37:00,2006-03-14 00:00:00
50057000,Solution for haemodialysis/haemofiltration,Liquid sterile preparation consisting of a solution intended for use as a solution for haemodialysis or a solution for haemofiltration.,This term is only to be used in cases where there is not a single predominant use for the medicinal product.,Current,Human and Veterinary,2016-03-30 06:26:10,2006-03-14 00:00:00
50058000,Solution for infusion and oral solution,,"Use discouraged. Such a term is not appropriate for safety reasons, owing to the different microbiological requirements for the routes of administration covered.",Deprecated,Human and Veterinary,2014-09-04 13:27:58,2006-03-14 00:00:00
50059000,Solution for injection/concentrate for solution for infusion,,Term rejected. It is not necessary to specify 'concentrate' in the term where a product can be administered safely without dilution.,Rejected,Human and Veterinary,2014-09-04 14:40:35,2010-06-16 09:52:43
50059500,Solution for injection for euthanasia,,Term rejected.,Rejected,Veterinary only,2014-09-04 14:39:41,2010-10-06 10:01:58
50060000,Solution for injection/infusion,Liquid sterile single-dose or multidose preparation consisting of a solution intended for administration by injection or infusion.,The preparation is usually diluted before administration by infusion.,Current,Human and Veterinary,2016-03-30 06:29:57,2006-03-14 00:00:00
50060700,Solution for injection/infusion/rectal use,,"Term rejected. Such a term is not appropriate for safety reasons, owing to the different microbiological requirements for the routes of administration covered.",Rejected,Human and Veterinary,2014-09-04 14:42:01,2012-06-27 09:06:40
50061000,Solution for intraperitoneal use,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:08:46,2006-03-14 00:00:00
50061300,Solution for use in drinking water,"Liquid preparation for veterinary use consisting of a solution intended for administration by incorporation into the animal drinking water. If direct oral administration to individual animals is also authorised, the method of administration, including any necessary dilution, is clearly described in the product information.",,Current,Veterinary only,2016-03-30 07:07:58,2010-06-16 09:24:31
50061500,Solution for sealant,Liquid sterile preparation consisting of a solution intended for the preparation of a sealant.,,Current,Human and Veterinary,2016-03-30 06:38:36,2006-03-14 00:00:00
50061600,Solvent for nasal use,,"Term rejected. This terms implies that the solvent is intended for nasal use on its own, rather being used to prepare a medicinal product for nasal use.",Rejected,Human and Veterinary,2014-09-04 13:15:55,2009-07-07 15:53:41
50063000,Suspension for infusion,,"Use discouraged. For safety reasons, solid-particle suspensions are not for intravenous use, which is the primary route of administration for infusions. Liquid dispersed formulations, other than solid-particle suspensions and emulsions, are referred to as dispersions.",Deprecated,Human and Veterinary,2014-09-04 14:43:33,2006-03-14 00:00:00
50063500,Suspension for use in drinking water,"Liquid preparation for veterinary use consisting of a suspension intended for administration by incorporation into the animal drinking water. If direct oral administration to individual animals is also authorised, the method of administration, including any necessary dilution, is clearly described in the product information.",,Current,Veterinary only,2016-03-30 09:07:05,2010-06-16 09:16:03
50066000,Tablet for oral suspension,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 13:29:17,2006-03-14 00:00:00
50068000,Teat dip/spray solution,Liquid preparation intended for use as a teat dip solution or as a teat spray solution.,,Current,Veterinary only,2011-10-17 11:23:46,2011-10-17 11:23:46
50070000,Oral suspension for use in drinking water,,Use discouraged.,Deprecated,Veterinary only,2014-09-04 13:24:57,2006-03-14 00:00:00
50072000,Powder for use in drinking water,"Solid preparation for veterinary use consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the animal drinking water. If alternative methods of administration to individual animals are also authorised, the method of administration is clearly described in the product information.",,Current,Veterinary only,2018-08-09 15:06:35,2006-03-14 00:00:00
50073000,Powder for solution for intraocular irrigation,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a solution for intraocular irrigation.",,Current,Human and Veterinary,2014-05-13 10:48:50,2006-03-14 00:00:00
50073500,Solution for intraocular irrigation,"Liquid sterile preparation consisting of a solution intended for irrigation of one or more internal structures of the eye, for example during surgical procedures.",,Current,Human and Veterinary,2016-03-30 06:31:13,2014-05-13 10:55:58
50074000,Solvent for solution for intraocular irrigation,"Liquid sterile preparation consisting of a solvent containing no active substances, intended for use in the preparation of a solution for intraocular irrigation.","This term is only for use when describing a product that is authorised/marketed individually, and not to describe a manufactured item that is part of a product such as 'Powder and solvent for solution for intraocular irrigation'. In such cases, see instead 'Solvent for...'.",Current,Human and Veterinary,2016-03-30 07:24:35,2006-03-14 00:00:00
50076000,Solvent for solution for infusion,"Liquid sterile preparation consisting of a solvent containing no active substances, intended for use in the preparation of a solution for infusion.","This term is only for use when describing a product that is authorised/marketed individually, and not to describe a manufactured item that is part of a product such as 'Powder and solvent for solution for infusion'. In such cases, see instead 'Solvent for...'.",Current,Human and Veterinary,2016-03-30 07:23:01,2006-03-14 00:00:00
50077000,Dispersion for injection,"Liquid sterile preparation consisting of two or more phases of which at least one is dispersed in the liquid phase, intended for administration by injection. To be used only when emulsion for injection is not appropriate. Solid suspension preparations are excluded.","For infusions, see 'Dispersion for infusion'.",Current,Human and Veterinary,2016-03-30 04:25:47,2006-03-14 00:00:00
50079000,Concentrate for solution for injection/infusion,Liquid sterile preparation intended to be diluted in the specified liquid to obtain a solution for injection/infusion.,"This term is only to be used in cases where, for safety reasons, the dilution step must always be carried out before administration.",Current,Human and Veterinary,2016-03-30 04:14:55,2006-03-14 00:00:00
50081000,Inhalation solution,"Liquid, usually multidose preparation consisting of a solution intended for inhalation use. The preparation is presented in a non-pressurised container fitted with a metering dose mechanism. 'Nebuliser solution' and 'Pressurised inhalation, solution' are excluded.",,Current,Human and Veterinary,2006-03-14 00:00:00,2006-03-14 00:00:00
50082000,"Oral drops, powder for suspension","Solid preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain an oral drops suspension.",,Current,Human and Veterinary,2016-03-30 18:21:23,2006-03-14 00:00:00
